ref x,ref y),x,y
51.272892,-8.331783,51.221058,-8.328033
51.272892,-8.331783,51.254491,-8.334135
51.272892,-8.331783,51.287932,-8.340202
51.272892,-8.331783,51.321386,-8.346212
51.377949,-8.351974,51.354845,-8.352196
51.377949,-8.351974,51.388302,-8.358188
51.377949,-8.351974,51.421774,-8.364112
51.483093,-8.371983,51.455244,-8.37004
51.483093,-8.371983,51.488724,-8.375923
51.483093,-8.371983,51.522216,-8.381745
51.588322,-8.39179,51.555718,-8.387526
51.588322,-8.39179,51.589233,-8.393233
51.588322,-8.39179,51.622743,-8.398956
51.693623,-8.411376,51.656272,-8.404583
51.693623,-8.411376,51.689808,-8.410176
51.693623,-8.411376,51.723346,-8.415756
51.798981,-8.430719,51.756898,-8.421262
51.798981,-8.430719,51.790452,-8.42675
51.798981,-8.430719,51.824001,-8.432239
51.904392,-8.449798,51.857567,-8.437641
51.904392,-8.449798,51.891138,-8.443016
51.904392,-8.449798,51.924708,-8.448384
52.009842,-8.468592,51.958287,-8.453704
52.009842,-8.468592,51.991871,-8.458984
52.009842,-8.468592,52.025453,-8.464261
52.009842,-8.468592,52.05904,-8.469489
52.115322,-8.48708,52.092628,-8.474692
52.115322,-8.48708,52.126221,-8.47983
52.115322,-8.48708,52.159831,-8.484881
52.220818,-8.505241,52.19344,-8.489918
52.220818,-8.505241,52.227051,-8.494941
52.220818,-8.505241,52.260677,-8.499881
52.326321,-8.523056,52.294314,-8.504745
52.326321,-8.523056,52.327954,-8.50958
52.326321,-8.523056,52.361606,-8.514333
52.431824,-8.540503,52.395282,-8.518985
52.431824,-8.540503,52.428961,-8.523625
52.431824,-8.540503,52.462642,-8.528222
52.537312,-8.55756,52.496339,-8.532701
52.537312,-8.55756,52.530051,-8.537096
52.537312,-8.55756,52.563762,-8.541481
52.642773,-8.574208,52.597486,-8.545792
52.642773,-8.574208,52.631215,-8.550102
52.642773,-8.574208,52.664949,-8.554363
52.642773,-8.574208,52.698702,-8.558513
52.748199,-8.590425,52.732457,-8.56267
52.748199,-8.590425,52.766208,-8.566808
52.748199,-8.590425,52.799976,-8.570835
52.85358,-8.606191,52.83375,-8.574879
52.85358,-8.606191,52.867536,-8.578843
52.85358,-8.606191,52.901343,-8.582681
52.958904,-8.621485,52.935178,-8.586364
52.958904,-8.621485,52.969034,-8.589958
52.958904,-8.621485,53.002882,-8.593576
53.064163,-8.636285,53.036741,-8.597133
53.064163,-8.636285,53.070614,-8.600599
53.064163,-8.636285,53.104482,-8.604047
53.169342,-8.650571,53.138361,-8.607345
53.169342,-8.650571,53.172251,-8.610582
53.169342,-8.650571,53.206127,-8.613857
53.274429,-8.664323,53.240017,-8.616991
53.274429,-8.664323,53.2739,-8.620166
53.274429,-8.664323,53.307791,-8.623222
53.379421,-8.677519,53.341698,-8.626134
53.379421,-8.677519,53.375618,-8.629
53.379421,-8.677519,53.40953,-8.631891
53.484303,-8.690139,53.443446,-8.634689
53.484303,-8.690139,53.477359,-8.637477
53.484303,-8.690139,53.511278,-8.640202
53.589066,-8.702161,53.545221,-8.642775
53.589066,-8.702161,53.579179,-8.645296
53.589066,-8.702161,53.613135,-8.647816
53.589066,-8.702161,53.6471,-8.650189
53.693691,-8.713566,53.681082,-8.652432
53.693691,-8.713566,53.71507,-8.654587
53.693691,-8.713566,53.749064,-8.656598
53.79818,-8.724331,53.783078,-8.658579
53.79818,-8.724331,53.81708,-8.66052
53.79818,-8.724331,53.851084,-8.662364
53.902515,-8.734436,53.885093,-8.664047
53.902515,-8.734436,53.919109,-8.665634
53.902515,-8.734436,53.953123,-8.667178
54.006687,-8.743861,53.987131,-8.668672
54.006687,-8.743861,54.021132,-8.670121
54.006687,-8.743861,54.055138,-8.671463
54.110683,-8.752584,54.089151,-8.672657
54.110683,-8.752584,54.12317,-8.67378
54.110683,-8.752584,54.157178,-8.674867
54.214497,-8.760586,54.191188,-8.675836
54.214497,-8.760586,54.225212,-8.676741
54.214497,-8.760586,54.259237,-8.677552
54.318111,-8.767844,54.293274,-8.678204
54.318111,-8.767844,54.327311,-8.678807
54.318111,-8.767844,54.361334,-8.679363
54.421524,-8.774339,54.395359,-8.679804
54.421524,-8.774339,54.429381,-8.680182
54.421524,-8.774339,54.463411,-8.680434
54.524719,-8.780048,54.497453,-8.680531
54.524719,-8.780048,54.531495,-8.680601
54.524719,-8.780048,54.565526,-8.680608
54.627686,-8.784952,54.599559,-8.680483
54.627686,-8.784952,54.633592,-8.6803
54.627686,-8.784952,54.667636,-8.679984
54.730415,-8.789029,54.70169,-8.679499
54.730415,-8.789029,54.735743,-8.678999
54.730415,-8.789029,54.769794,-8.678417
54.832893,-8.792259,54.803848,-8.67769
54.832893,-8.792259,54.837904,-8.676895
54.832893,-8.792259,54.871962,-8.675953
54.935116,-8.794621,54.906019,-8.674996
54.935116,-8.794621,54.940078,-8.673893
54.935116,-8.794621,54.974141,-8.672698
55.037067,-8.796095,55.008207,-8.671347
55.037067,-8.796095,55.042277,-8.669901
55.037067,-8.796095,55.076354,-8.668351
55.138737,-8.796658,55.110435,-8.666741
55.138737,-8.796658,55.144517,-8.665124
55.138737,-8.796658,55.178592,-8.663414
55.240116,-8.79629,55.212642,-8.661475
55.240116,-8.79629,55.246681,-8.659501
55.240116,-8.79629,55.28071,-8.65744
55.341194,-8.794971,55.314728,-8.655261
55.341194,-8.794971,55.34875,-8.652901
55.341194,-8.794971,55.382771,-8.650449
55.441956,-8.792681,55.416789,-8.647918
55.441956,-8.792681,55.450806,-8.645226
55.441956,-8.792681,55.484819,-8.642388
55.542397,-8.789397,55.518822,-8.639439
55.542397,-8.789397,55.552814,-8.636389
55.642506,-8.785099,55.586795,-8.633234
55.642506,-8.785099,55.620769,-8.629948
55.642506,-8.785099,55.654738,-8.626494
55.742268,-8.779766,55.688697,-8.622894
55.742268,-8.779766,55.722638,-8.61915
55.742268,-8.779766,55.756543,-8.61518
55.841675,-8.773377,55.790426,-8.611086
55.841675,-8.773377,55.824301,-8.606894
55.841675,-8.773377,55.858153,-8.602607
55.940716,-8.765913,55.891986,-8.598192
55.940716,-8.765913,55.9258,-8.593646
55.940716,-8.765913,55.959591,-8.588977
56.039379,-8.757351,55.993365,-8.584158
56.039379,-8.757351,56.027121,-8.579174
56.039379,-8.757351,56.060856,-8.574092
56.137653,-8.74767,56.094572,-8.568865
56.137653,-8.74767,56.12827,-8.5635
56.137653,-8.74767,56.161947,-8.558057
56.235531,-8.736851,56.195597,-8.552439
56.235531,-8.736851,56.229236,-8.546715
56.333004,-8.724872,56.262856,-8.54083
56.333004,-8.724872,56.296454,-8.53477
56.333004,-8.724872,56.330029,-8.52861
56.430054,-8.711713,56.36358,-8.52233
56.430054,-8.711713,56.397104,-8.515882
56.430054,-8.711713,56.430604,-8.509294
56.526672,-8.697351,56.464074,-8.502535
56.526672,-8.697351,56.497519,-8.495675
56.526672,-8.697351,56.530933,-8.488647
56.622852,-8.681768,56.56432,-8.481482
56.622852,-8.681768,56.597673,-8.47415
56.622852,-8.681768,56.631,-8.46671
56.718578,-8.664942,56.664291,-8.459063
56.718578,-8.664942,56.697555,-8.451278
56.813847,-8.646852,56.730785,-8.443355
56.813847,-8.646852,56.763984,-8.435321
56.813847,-8.646852,56.797151,-8.427148
56.908638,-8.627476,56.830285,-8.418793
56.908638,-8.627476,56.863384,-8.410261
56.908638,-8.627476,56.896448,-8.401581
57.002949,-8.606795,56.929478,-8.392757
57.002949,-8.606795,56.962472,-8.383778
57.002949,-8.606795,56.995424,-8.37462
57.096764,-8.584788,57.028337,-8.365333
57.096764,-8.584788,57.06126,-8.356023
57.190075,-8.561434,57.094248,-8.346802
57.190075,-8.561434,57.12713,-8.337279
57.190075,-8.561434,57.159968,-8.32759
57.282871,-8.536711,57.192755,-8.317688
57.282871,-8.536711,57.225501,-8.307653
57.282871,-8.536711,57.258205,-8.297471
57.375141,-8.510599,57.290862,-8.287123
57.375141,-8.510599,57.323472,-8.27665
57.466873,-8.483078,57.356035,-8.266011
57.466873,-8.483078,57.388548,-8.255179
57.466873,-8.483078,57.421013,-8.244193
57.558056,-8.454125,57.453427,-8.233036
57.558056,-8.454125,57.485785,-8.221732
57.558056,-8.454125,57.518084,-8.210254
57.648685,-8.423722,57.550334,-8.198634
57.648685,-8.423722,57.582529,-8.18686
57.738743,-8.391847,57.614665,-8.174908
57.738743,-8.391847,57.646713,-8.162754
57.738743,-8.391847,57.67864,-8.150312
57.82822,-8.358478,57.710437,-8.137568
57.82822,-8.358478,57.742207,-8.124743
57.82822,-8.358478,57.773905,-8.111782
57.91711,-8.323595,57.805536,-8.098678
57.91711,-8.323595,57.83709,-8.085391
58.005398,-8.287177,57.868561,-8.0719
58.005398,-8.287177,57.899973,-8.058282
58.005398,-8.287177,57.93131,-8.044486
58.093071,-8.249205,57.962578,-8.030533
58.093071,-8.249205,57.99377,-8.016385
58.093071,-8.249205,58.024885,-8.002068
58.180126,-8.209655,58.055934,-7.987627
58.180126,-8.209655,58.086902,-7.973
58.266548,-8.168508,58.117786,-7.958179
58.266548,-8.168508,58.148593,-7.943197
58.266548,-8.168508,58.179331,-7.928085
58.352325,-8.125743,58.209982,-7.91279
58.352325,-8.125743,58.240552,-7.897336
58.352325,-8.125743,58.271043,-7.881716
58.43745,-8.081339,58.301435,-7.865881
58.43745,-8.081339,58.331751,-7.849912
58.521908,-8.035275,58.361981,-7.833781
58.521908,-8.035275,58.392117,-7.817472
58.521908,-8.035275,58.422175,-7.801023
58.605694,-7.987533,58.452127,-7.784359
58.605694,-7.987533,58.48199,-7.767538
58.605694,-7.987533,58.511762,-7.750556
58.688816,-7.938144,58.541434,-7.73339
58.688816,-7.938144,58.571017,-7.716086
58.77132,-7.887192,58.600522,-7.698657
58.77132,-7.887192,58.629918,-7.681046
58.77132,-7.887192,58.659223,-7.66329
58.853241,-7.834758,58.688446,-7.645409
58.853241,-7.834758,58.717586,-7.627402
58.853241,-7.834758,58.746634,-7.609232
